kind,source_kind,source_family,source_path,container_path,archive_member,source_mtime,document_role,sha256,original_name,legacy_destination_path,destination_path
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,sections/abstract.tex,2026-03-17T22:49:03.955805+00:00,fragment_tex,6ee27e9333d3adedb010b371e49286a1bf88cf6f04176f0792dd40ae8652de2b,abstract.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/abstract__navier-stokes-full-claim-arxiv-source__2026-03-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/abstract__navier-stokes-full-claim-arxiv-source__2026-03-17.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,sections/introduction.tex,2026-03-17T22:49:03.956205+00:00,fragment_tex,d0d3edc7d9b490069ec6b8bf47ec6b05b1806eb42470a76701760fda3660dba2,introduction.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/introduction__navier-stokes-full-claim-arxiv-source__2026-03-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/introduction__navier-stokes-full-claim-arxiv-source__2026-03-17.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,sections/main-proof.tex,2026-03-17T22:49:57.219460+00:00,fragment_tex,a8a70904dd8e65692f5aea09de26e89c62c6f7835b36f8de6d81a00947720e49,main-proof.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/main-proof__navier-stokes-full-claim-arxiv-source__2026-03-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/main-proof__navier-stokes-full-claim-arxiv-source__2026-03-17.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,sections/bridge-scale-barrier.tex,2026-03-17T22:49:32.421702+00:00,fragment_tex,da272c13290bddf8769a0ff6495e135758ce34d41bd33e4ad367707be1a0e40f,bridge-scale-barrier.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/bridge-scale-barrier__navier-stokes-full-claim-arxiv-source__2026-03-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/bridge-scale-barrier__navier-stokes-full-claim-arxiv-source__2026-03-17.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-arxiv-source.tar.gz,sections/main-result.tex,2026-03-17T22:49:57.219194+00:00,fragment_tex,7395cd0c578f7e050132ef4c64525be7d0c43e9eb25a6e748d0298ce1152ae00,main-result.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/main-result__navier-stokes-full-claim-arxiv-source__2026-03-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/main-result__navier-stokes-full-claim-arxiv-source__2026-03-17.tex
moved_clean_recovery,tar_entry,problem_tree_submission_package,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-journal-package.tar.gz,/Users/thomasbirnie/Research-Consolidation/problems/navier-stokes/external-paper/dist/navier-stokes-full-claim-journal-package.tar.gz,main.pdf,2026-03-17T22:50:04.254719+00:00,pdf_output,c1e5236dc1b9d85ec4e987753acaf921baa046b7d8e52c437aefe8302884bf00,main.pdf,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/pdf/main__navier-stokes-full-claim-journal-package__2026-03-17.pdf,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/main__navier-stokes-full-claim-journal-package__2026-03-17.pdf
manual_filesystem_addition,filesystem,my_project_priority,/Users/thomasbirnie/my_project/project-documents/priority/Comparisons to Known Results.pdf,,,2025-01-13T00:00:02+00:00,pdf_output,d593bd21eb87266b96abcc6bccbe81a7fa1e0f1f6fef7931ca44fc5315fc4fc2,Comparisons to Known Results.pdf,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/pdf/Comparisons to Known Results__my_project_priority__2025-01-13.pdf,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Comparisons to Known Results__my_project_priority__2025-01-13.pdf
manual_filesystem_addition,filesystem,my_project_priority,/Users/thomasbirnie/my_project/project-documents/priority/Section 4- Non-Sobolev Compactness.pdf,,,2025-01-13T00:17:52+00:00,pdf_output,53e6e934dc4d83787c21b8ebf37c6f1eb638be9c9253108d44151236dc76c8b5,Section 4- Non-Sobolev Compactness.pdf,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/pdf/Section 4- Non-Sobolev Compactness__my_project_priority__2025-01-13.pdf,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Section 4- Non-Sobolev Compactness__my_project_priority__2025-01-13.pdf
manual_filesystem_addition,filesystem,my_project_priority,/Users/thomasbirnie/my_project/project-documents/priority/Unifying Stability in PDEs- A Single Invariance Perspective.pdf,,,2025-01-12T22:42:44+00:00,pdf_output,33e9ebbcf81a6a2272f2d743371935bf712cca73dcf79eca023ed9fe3031f4ef,Unifying Stability in PDEs- A Single Invariance Perspective.pdf,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/pdf/Unifying Stability in PDEs- A Single Invariance Perspective__my_project_priority__2025-01-12.pdf,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Unifying Stability in PDEs- A Single Invariance Perspective__my_project_priority__2025-01-12.pdf
manual_zip_addition,zip_entry,desktop_zip_working_directory,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,/Users/thomasbirnie/Desktop/Screenshot/Navier-stokes.zip,Toward Global Regularity for NavierΓÇôStokes Equations.tex,2025-01-17T06:33:54+00:00,standalone_tex,d9687de988ea1506eb5dd1703f11abc4255fe03f2de51db7df6a4767f191c6b6,Toward Global Regularity for Navier-Stokes Equations.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus-20260325-103223/tex/Toward Global Regularity for NavierCoStokes Equations__desktop_navier_stokes_zip__2025-01-17.tex,/Users/thomasbirnie/Research-Consolidation/Millennium Prize Problems/Navier-Stokes/Consolidated-NS-TEX-PDF-Corpus/Toward Global Regularity for Navier-Stokes Equations__desktop_navier_stokes_zip__2025-01-17.tex
